MX; Mexico city; 12294193
MX; Iztapalapa; 1820888
MX; Ecatepec; 1806226
MX; Guadalajara; 1640589
MX; Puebla de Zaragoza; 1590256
MX; Ciudad Juarez; 1512354
MX; Tijuana; 1376457
MX; Ciudad Nezahualcoyotl; 1232220
MX; Gustavo A. Madero; 1193161
MX; Monterrey; 1122874
MX; Leon; 1114626
